Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
5,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
11,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
13,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
27,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
28,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
29,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
30,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
31,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
32,62.46,2.400,4,62.28,-16.00,917049,2.046,1.067,-0.662,
1,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
2,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
3,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
4,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
5,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
11,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
13,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
27,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
28,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
29,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
30,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
31,0.00,0.000,0,62.28,0.00,917049,0.000,0.000,0.000,
32,62.46,2.400,4,62.28,-16.00,917049,2.046,1.067,-0.662,
1,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
2,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
3,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
4,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
5,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
26,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
27,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
28,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
29,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
30,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
31,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
32,62.64,2.384,4,62.46,-16.00,917049,2.035,1.053,-0.657,
1,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
2,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
3,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
4,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
5,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
26,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
27,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
28,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
29,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
30,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
31,0.00,0.000,0,62.46,0.00,917049,0.000,0.000,0.000,
32,62.64,2.384,4,62.46,-16.00,917049,2.035,1.053,-0.657,
1,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
32,62.82,2.392,3,62.64,-16.00,917250,2.045,1.050,-0.659,
1,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,62.64,0.00,917250,0.000,0.000,0.000,
32,62.82,2.392,3,62.64,-16.00,917250,2.045,1.050,-0.659,
1,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
25,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
32,63.00,2.412,2,62.82,-16.00,917250,2.066,1.053,-0.665,
1,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
25,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,62.82,0.00,917250,0.000,0.000,0.000,
32,63.00,2.412,2,62.82,-16.00,917250,2.066,1.053,-0.665,
1,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
18,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
24,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
32,63.18,2.348,2,63.00,-16.00,917250,2.014,1.018,-0.647,
1,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
18,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
24,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,63.00,0.00,917250,0.000,0.000,0.000,
32,63.18,2.348,2,63.00,-16.00,917250,2.014,1.018,-0.647,
1,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
7,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
17,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
18,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
20,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
24,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
25,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
32,63.36,2.388,2,63.18,-16.00,917250,2.052,1.029,-0.658,
1,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
2,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
3,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
4,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
5,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
7,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
17,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
18,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
20,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
24,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
25,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
26,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
27,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
28,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
29,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
30,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
31,0.00,0.000,0,63.18,0.00,917250,0.000,0.000,0.000,
32,63.36,2.388,2,63.18,-16.00,917250,2.052,1.029,-0.658,
1,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
17,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
17,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.36,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
17,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
17,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.54,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
18,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
7,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
18,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.72,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
19,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
20,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
26,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
2,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
3,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
4,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
5,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
6,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
19,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
20,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
24,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
25,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
26,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
27,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
28,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
29,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
30,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
31,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
32,0.00,0.000,0,63.90,0.00,917451,0.000,0.000,0.000,
1,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
18,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
25,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
26,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
27,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
28,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
29,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
30,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
31,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
32,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
1,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
18,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
25,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
26,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
27,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
28,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
29,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
30,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
31,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
32,0.00,0.000,0,64.08,0.00,917651,0.000,0.000,0.000,
1,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
25,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
26,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
27,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
28,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
29,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
30,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
31,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
32,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
1,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
25,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
26,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
27,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
28,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
29,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
30,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
31,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
32,0.00,0.000,0,64.26,0.00,917651,0.000,0.000,0.000,
1,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
25,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
26,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
27,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
28,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
29,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
30,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
31,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
32,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
1,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
2,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
3,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
4,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
5,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
6,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
17,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
19,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
20,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
24,0.00,0.000,0,64.44,0.00,917651,0.000,0.000,0.000,
