Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
1,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
2,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
3,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
4,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
5,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
6,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
7,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
8,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
9,0.00,0.000,0,216.36,0.00,959897,0.000,0.000,0.000,
23,216.49,15.012,9,216.36,-7.00,959897,-8.861,-11.979,-1.830,
24,216.50,12.984,7,216.36,-8.00,959897,-7.646,-10.337,-1.807,
25,216.50,11.652,5,216.36,-9.00,959897,-6.846,-9.251,-1.823,
26,216.51,10.512,7,216.36,-10.00,959897,-6.158,-8.322,-1.825,
27,216.51,9.572,10,216.36,-11.00,959897,-5.590,-7.552,-1.826,
28,216.52,8.852,7,216.36,-12.00,959897,-5.152,-6.959,-1.840,
29,216.53,8.248,6,216.36,-13.00,959897,-4.783,-6.459,-1.855,
30,216.53,7.708,6,216.36,-14.00,959897,-4.452,-6.010,-1.865,
31,216.54,7.212,8,216.36,-15.00,959897,-4.147,-5.598,-1.867,
32,216.54,6.804,8,216.36,-16.00,959897,-3.894,-5.255,-1.875,
1,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
2,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
3,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
4,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
5,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
6,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
7,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
8,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
9,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
23,216.67,15.008,9,216.54,-7.00,959897,-8.896,-11.948,-1.829,
24,216.68,12.984,7,216.54,-8.00,959897,-7.679,-10.313,-1.807,
25,216.68,11.648,5,216.54,-9.00,959897,-6.872,-9.227,-1.822,
26,216.69,10.512,7,216.54,-10.00,959897,-6.184,-8.302,-1.825,
27,216.69,9.568,9,216.54,-11.00,959897,-5.612,-7.531,-1.826,
28,216.70,8.848,7,216.54,-12.00,959897,-5.171,-6.940,-1.840,
29,216.71,8.248,7,216.54,-13.00,959897,-4.803,-6.444,-1.855,
30,216.71,7.704,6,216.54,-14.00,959897,-4.468,-5.993,-1.864,
31,216.72,7.220,8,216.54,-15.00,959897,-4.169,-5.591,-1.869,
32,216.72,6.792,9,216.54,-16.00,959897,-3.904,-5.233,-1.872,
1,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
2,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
3,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
4,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
5,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
6,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
7,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
8,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
9,0.00,0.000,0,216.54,0.00,959897,0.000,0.000,0.000,
23,216.67,15.008,9,216.54,-7.00,959897,-8.896,-11.948,-1.829,
24,216.68,12.984,7,216.54,-8.00,959897,-7.679,-10.313,-1.807,
25,216.68,11.648,5,216.54,-9.00,959897,-6.872,-9.227,-1.822,
26,216.69,10.512,7,216.54,-10.00,959897,-6.184,-8.302,-1.825,
27,216.69,9.568,9,216.54,-11.00,959897,-5.612,-7.531,-1.826,
28,216.70,8.848,7,216.54,-12.00,959897,-5.171,-6.940,-1.840,
29,216.71,8.248,7,216.54,-13.00,959897,-4.803,-6.444,-1.855,
30,216.71,7.704,6,216.54,-14.00,959897,-4.468,-5.993,-1.864,
31,216.72,7.220,8,216.54,-15.00,959897,-4.169,-5.591,-1.869,
32,216.72,6.792,9,216.54,-16.00,959897,-3.904,-5.233,-1.872,
1,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
9,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
23,216.85,15.008,9,216.72,-7.00,960097,-8.934,-11.920,-1.829,
24,216.86,12.972,6,216.72,-8.00,960097,-7.704,-10.279,-1.805,
25,216.86,11.648,6,216.72,-9.00,960097,-6.901,-9.205,-1.822,
26,216.87,10.516,6,216.72,-10.00,960097,-6.212,-8.286,-1.826,
27,216.87,9.556,8,216.72,-11.00,960097,-5.628,-7.504,-1.823,
28,216.88,8.840,7,216.72,-12.00,960097,-5.188,-6.917,-1.838,
29,216.89,8.236,6,216.72,-13.00,960097,-4.816,-6.419,-1.853,
30,216.89,7.700,7,216.72,-14.00,960097,-4.485,-5.975,-1.863,
31,216.90,7.216,8,216.72,-15.00,960097,-4.184,-5.575,-1.868,
32,216.90,6.788,9,216.72,-16.00,960097,-3.918,-5.218,-1.871,
1,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
9,0.00,0.000,0,216.72,0.00,960097,0.000,0.000,0.000,
23,216.85,15.008,9,216.72,-7.00,960097,-8.934,-11.920,-1.829,
24,216.86,12.972,6,216.72,-8.00,960097,-7.704,-10.279,-1.805,
25,216.86,11.648,6,216.72,-9.00,960097,-6.901,-9.205,-1.822,
26,216.87,10.516,6,216.72,-10.00,960097,-6.212,-8.286,-1.826,
27,216.87,9.556,8,216.72,-11.00,960097,-5.628,-7.504,-1.823,
28,216.88,8.840,7,216.72,-12.00,960097,-5.188,-6.917,-1.838,
29,216.89,8.236,6,216.72,-13.00,960097,-4.816,-6.419,-1.853,
30,216.89,7.700,7,216.72,-14.00,960097,-4.485,-5.975,-1.863,
31,216.90,7.216,8,216.72,-15.00,960097,-4.184,-5.575,-1.868,
32,216.90,6.788,9,216.72,-16.00,960097,-3.918,-5.218,-1.871,
1,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
9,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
23,217.03,14.992,9,216.90,-7.00,960097,-8.961,-11.879,-1.827,
24,217.04,12.980,7,216.90,-8.00,960097,-7.741,-10.261,-1.806,
25,217.04,11.648,6,216.90,-9.00,960097,-6.930,-9.183,-1.822,
26,217.05,10.504,7,216.90,-10.00,960097,-6.231,-8.257,-1.824,
27,217.05,9.556,9,216.90,-11.00,960097,-5.652,-7.487,-1.823,
28,217.06,8.840,7,216.90,-12.00,960097,-5.210,-6.901,-1.838,
29,217.07,8.236,7,216.90,-13.00,960097,-4.836,-6.404,-1.853,
30,217.07,7.696,7,216.90,-14.00,960097,-4.501,-5.958,-1.862,
31,217.08,7.212,8,216.90,-15.00,960097,-4.199,-5.558,-1.867,
32,217.08,6.792,9,216.90,-16.00,960097,-3.936,-5.209,-1.872,
1,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
9,0.00,0.000,0,216.90,0.00,960097,0.000,0.000,0.000,
23,217.03,14.992,9,216.90,-7.00,960097,-8.961,-11.879,-1.827,
24,217.04,12.980,7,216.90,-8.00,960097,-7.741,-10.261,-1.806,
25,217.04,11.648,6,216.90,-9.00,960097,-6.930,-9.183,-1.822,
26,217.05,10.504,7,216.90,-10.00,960097,-6.231,-8.257,-1.824,
27,217.05,9.556,9,216.90,-11.00,960097,-5.652,-7.487,-1.823,
28,217.06,8.840,7,216.90,-12.00,960097,-5.210,-6.901,-1.838,
29,217.07,8.236,7,216.90,-13.00,960097,-4.836,-6.404,-1.853,
30,217.07,7.696,7,216.90,-14.00,960097,-4.501,-5.958,-1.862,
31,217.08,7.212,8,216.90,-15.00,960097,-4.199,-5.558,-1.867,
32,217.08,6.792,9,216.90,-16.00,960097,-3.936,-5.209,-1.872,
1,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
23,217.21,14.976,10,217.08,-7.00,960097,-8.989,-11.838,-1.825,
24,217.22,12.980,6,217.08,-8.00,960097,-7.773,-10.237,-1.806,
25,217.22,11.644,6,217.08,-9.00,960097,-6.956,-9.158,-1.822,
26,217.23,10.512,8,217.08,-10.00,960097,-6.262,-8.244,-1.825,
27,217.23,9.560,10,217.08,-11.00,960097,-5.678,-7.472,-1.824,
28,217.24,8.828,8,217.08,-12.00,960097,-5.224,-6.875,-1.835,
29,217.25,8.232,6,217.08,-13.00,960097,-4.854,-6.386,-1.852,
30,217.25,7.696,6,217.08,-14.00,960097,-4.520,-5.944,-1.862,
31,217.26,7.208,9,217.08,-15.00,960097,-4.214,-5.542,-1.866,
32,217.26,6.788,8,217.08,-16.00,960097,-3.950,-5.193,-1.871,
1,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,217.08,0.00,960097,0.000,0.000,0.000,
23,217.21,14.976,10,217.08,-7.00,960097,-8.989,-11.838,-1.825,
24,217.22,12.980,6,217.08,-8.00,960097,-7.773,-10.237,-1.806,
25,217.22,11.644,6,217.08,-9.00,960097,-6.956,-9.158,-1.822,
26,217.23,10.512,8,217.08,-10.00,960097,-6.262,-8.244,-1.825,
27,217.23,9.560,10,217.08,-11.00,960097,-5.678,-7.472,-1.824,
28,217.24,8.828,8,217.08,-12.00,960097,-5.224,-6.875,-1.835,
29,217.25,8.232,6,217.08,-13.00,960097,-4.854,-6.386,-1.852,
30,217.25,7.696,6,217.08,-14.00,960097,-4.520,-5.944,-1.862,
31,217.26,7.208,9,217.08,-15.00,960097,-4.214,-5.542,-1.866,
32,217.26,6.788,8,217.08,-16.00,960097,-3.950,-5.193,-1.871,
1,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
23,217.39,14.976,9,217.26,-7.00,960097,-9.026,-11.810,-1.825,
24,217.40,12.984,6,217.26,-8.00,960097,-7.808,-10.216,-1.807,
25,217.40,11.636,7,217.26,-9.00,960097,-6.980,-9.130,-1.820,
26,217.41,10.508,7,217.26,-10.00,960097,-6.285,-8.221,-1.825,
27,217.41,9.548,13,217.26,-11.00,960097,-5.694,-7.445,-1.822,
28,217.42,8.824,10,217.26,-12.00,960097,-5.244,-6.856,-1.835,
29,217.43,8.236,7,217.26,-13.00,960097,-4.876,-6.373,-1.853,
30,217.43,7.692,7,217.26,-14.00,960097,-4.536,-5.927,-1.861,
31,217.44,7.208,8,217.26,-15.00,960097,-4.232,-5.529,-1.866,
32,217.44,6.784,9,217.26,-16.00,960097,-3.964,-5.178,-1.870,
1,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
2,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
3,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
4,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
5,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
6,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
7,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
8,0.00,0.000,0,217.26,0.00,960097,0.000,0.000,0.000,
23,217.39,14.976,9,217.26,-7.00,960097,-9.026,-11.810,-1.825,
24,217.40,12.984,6,217.26,-8.00,960097,-7.808,-10.216,-1.807,
25,217.40,11.636,7,217.26,-9.00,960097,-6.980,-9.130,-1.820,
26,217.41,10.508,7,217.26,-10.00,960097,-6.285,-8.221,-1.825,
27,217.41,9.548,13,217.26,-11.00,960097,-5.694,-7.445,-1.822,
28,217.42,8.824,10,217.26,-12.00,960097,-5.244,-6.856,-1.835,
29,217.43,8.236,7,217.26,-13.00,960097,-4.876,-6.373,-1.853,
30,217.43,7.692,7,217.26,-14.00,960097,-4.536,-5.927,-1.861,
31,217.44,7.208,8,217.26,-15.00,960097,-4.232,-5.529,-1.866,
32,217.44,6.784,9,217.26,-16.00,960097,-3.964,-5.178,-1.870,
1,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
23,217.57,14.968,9,217.44,-7.00,960296,-9.058,-11.775,-1.824,
24,217.58,12.980,6,217.44,-8.00,960296,-7.837,-10.188,-1.806,
25,217.58,11.636,5,217.44,-9.00,960296,-7.009,-9.108,-1.820,
26,217.59,10.524,7,217.44,-10.00,960296,-6.321,-8.214,-1.827,
27,217.59,9.548,13,217.44,-11.00,960296,-5.717,-7.427,-1.822,
28,217.60,8.816,8,217.44,-12.00,960296,-5.260,-6.833,-1.833,
29,217.61,8.224,6,217.44,-13.00,960296,-4.889,-6.349,-1.850,
30,217.61,7.680,6,217.44,-14.00,960296,-4.548,-5.903,-1.858,
31,217.62,7.204,8,217.44,-15.00,960296,-4.247,-5.512,-1.865,
32,217.62,6.784,9,217.44,-16.00,960296,-3.981,-5.165,-1.870,
1,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.44,0.00,960296,0.000,0.000,0.000,
23,217.57,14.968,9,217.44,-7.00,960296,-9.058,-11.775,-1.824,
24,217.58,12.980,6,217.44,-8.00,960296,-7.837,-10.188,-1.806,
25,217.58,11.636,5,217.44,-9.00,960296,-7.009,-9.108,-1.820,
26,217.59,10.524,7,217.44,-10.00,960296,-6.321,-8.214,-1.827,
27,217.59,9.548,13,217.44,-11.00,960296,-5.717,-7.427,-1.822,
28,217.60,8.816,8,217.44,-12.00,960296,-5.260,-6.833,-1.833,
29,217.61,8.224,6,217.44,-13.00,960296,-4.889,-6.349,-1.850,
30,217.61,7.680,6,217.44,-14.00,960296,-4.548,-5.903,-1.858,
31,217.62,7.204,8,217.44,-15.00,960296,-4.247,-5.512,-1.865,
32,217.62,6.784,9,217.44,-16.00,960296,-3.981,-5.165,-1.870,
1,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
23,217.76,14.976,10,217.63,-7.00,960296,-9.102,-11.752,-1.825,
24,217.77,12.992,6,217.63,-8.00,960296,-7.878,-10.171,-1.808,
25,217.77,11.636,5,217.63,-9.00,960296,-7.039,-9.085,-1.820,
26,217.78,10.516,8,217.63,-10.00,960296,-6.343,-8.186,-1.826,
27,217.78,9.536,21,217.63,-11.00,960296,-5.735,-7.398,-1.820,
28,217.79,8.820,7,217.63,-12.00,960296,-5.285,-6.819,-1.834,
29,217.80,8.220,7,217.63,-13.00,960296,-4.908,-6.329,-1.849,
30,217.80,7.680,6,217.63,-14.00,960296,-4.567,-5.888,-1.858,
31,217.81,7.200,8,217.63,-15.00,960296,-4.263,-5.495,-1.863,
32,217.81,6.788,8,217.63,-16.00,960296,-4.000,-5.155,-1.871,
1,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.63,0.00,960296,0.000,0.000,0.000,
23,217.76,14.976,10,217.63,-7.00,960296,-9.102,-11.752,-1.825,
24,217.77,12.992,6,217.63,-8.00,960296,-7.878,-10.171,-1.808,
25,217.77,11.636,5,217.63,-9.00,960296,-7.039,-9.085,-1.820,
26,217.78,10.516,8,217.63,-10.00,960296,-6.343,-8.186,-1.826,
27,217.78,9.536,21,217.63,-11.00,960296,-5.735,-7.398,-1.820,
28,217.79,8.820,7,217.63,-12.00,960296,-5.285,-6.819,-1.834,
29,217.80,8.220,7,217.63,-13.00,960296,-4.908,-6.329,-1.849,
30,217.80,7.680,6,217.63,-14.00,960296,-4.567,-5.888,-1.858,
31,217.81,7.200,8,217.63,-15.00,960296,-4.263,-5.495,-1.863,
32,217.81,6.788,8,217.63,-16.00,960296,-4.000,-5.155,-1.871,
1,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
23,217.94,14.968,10,217.81,-7.00,960296,-9.134,-11.717,-1.824,
24,217.95,13.000,6,217.81,-8.00,960296,-7.915,-10.153,-1.809,
25,217.95,11.624,6,217.81,-9.00,960296,-7.060,-9.053,-1.818,
26,217.96,10.520,7,217.81,-10.00,960296,-6.371,-8.169,-1.827,
27,217.96,9.536,16,217.81,-11.00,960296,-5.758,-7.380,-1.820,
28,217.97,8.812,7,217.81,-12.00,960296,-5.302,-6.796,-1.832,
29,217.98,8.212,6,217.81,-13.00,960296,-4.923,-6.308,-1.847,
30,217.98,7.676,6,217.81,-14.00,960296,-4.583,-5.871,-1.857,
31,217.99,7.196,8,217.81,-15.00,960296,-4.277,-5.479,-1.862,
32,217.99,6.776,8,217.81,-16.00,960296,-4.009,-5.133,-1.868,
1,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.81,0.00,960296,0.000,0.000,0.000,
23,217.94,14.968,10,217.81,-7.00,960296,-9.134,-11.717,-1.824,
24,217.95,13.000,6,217.81,-8.00,960296,-7.915,-10.153,-1.809,
25,217.95,11.624,6,217.81,-9.00,960296,-7.060,-9.053,-1.818,
26,217.96,10.520,7,217.81,-10.00,960296,-6.371,-8.169,-1.827,
27,217.96,9.536,16,217.81,-11.00,960296,-5.758,-7.380,-1.820,
28,217.97,8.812,7,217.81,-12.00,960296,-5.302,-6.796,-1.832,
29,217.98,8.212,6,217.81,-13.00,960296,-4.923,-6.308,-1.847,
30,217.98,7.676,6,217.81,-14.00,960296,-4.583,-5.871,-1.857,
31,217.99,7.196,8,217.81,-15.00,960296,-4.277,-5.479,-1.862,
32,217.99,6.776,8,217.81,-16.00,960296,-4.009,-5.133,-1.868,
1,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
23,218.12,14.960,10,217.99,-7.00,960296,-9.166,-11.682,-1.823,
24,218.13,13.004,6,217.99,-8.00,960296,-7.949,-10.131,-1.810,
25,218.13,11.620,6,217.99,-9.00,960296,-7.086,-9.028,-1.818,
26,218.14,10.528,7,217.99,-10.00,960296,-6.402,-8.156,-1.828,
27,218.14,9.532,16,217.99,-11.00,960296,-5.779,-7.359,-1.819,
28,218.15,8.804,9,217.99,-12.00,960296,-5.318,-6.773,-1.830,
29,218.16,8.212,6,217.99,-13.00,960296,-4.943,-6.292,-1.847,
30,218.16,7.672,5,217.99,-14.00,960296,-4.599,-5.853,-1.856,
31,218.17,7.192,8,217.99,-15.00,960296,-4.292,-5.462,-1.861,
32,218.17,6.772,8,217.99,-16.00,960296,-4.023,-5.118,-1.867,
1,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
2,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
3,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
4,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
5,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
6,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
7,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
8,0.00,0.000,0,217.99,0.00,960296,0.000,0.000,0.000,
23,218.12,14.960,10,217.99,-7.00,960296,-9.166,-11.682,-1.823,
24,218.13,13.004,6,217.99,-8.00,960296,-7.949,-10.131,-1.810,
25,218.13,11.620,6,217.99,-9.00,960296,-7.086,-9.028,-1.818,
26,218.14,10.528,7,217.99,-10.00,960296,-6.402,-8.156,-1.828,
27,218.14,9.532,16,217.99,-11.00,960296,-5.779,-7.359,-1.819,
28,218.15,8.804,9,217.99,-12.00,960296,-5.318,-6.773,-1.830,
29,218.16,8.212,6,217.99,-13.00,960296,-4.943,-6.292,-1.847,
30,218.16,7.672,5,217.99,-14.00,960296,-4.599,-5.853,-1.856,
31,218.17,7.192,8,217.99,-15.00,960296,-4.292,-5.462,-1.861,
32,218.17,6.772,8,217.99,-16.00,960296,-4.023,-5.118,-1.867,
1,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
2,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
3,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
4,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
5,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
6,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
7,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
8,0.00,0.000,0,218.17,0.00,960495,0.000,0.000,0.000,
23,218.30,14.960,9,218.17,-7.00,960495,-9.203,-11.653,-1.823,
24,218.31,13.012,6,218.17,-8.00,960495,-7.986,-10.112,-1.811,
25,218.31,11.616,5,218.17,-9.00,960495,-7.112,-9.002,-1.817,
26,218.32,10.520,7,218.17,-10.00,960495,-6.422,-8.129,-1.827,
27,218.32,9.524,17,218.17,-11.00,960495,-5.797,-7.335,-1.817,
28,218.33,8.800,10,218.17,-12.00,960495,-5.337,-6.753,-1.830,
29,218.34,8.216,7,218.17,-13.00,960495,-4.965,-6.280,-1.848,
30,218.34,7.668,6,218.17,-14.00,960495,-4.615,-5.836,-1.855,
